native_pin,mdl_yr,mfg_dt,eph_decal_model_nm,end_cptr_dt,max_Total.Separator.Hours,end_engn_hours_Total.Separator.Hours,Mid_Latitude,Mid_Longitude,Header.Width, City,State,Country
1CQS680AAG0110530,2016,8/30/2016,S680,9/10/2025,3611.05,4795.7,-21.2,-55.5,12,Maracaju,Mato Grosso do Sul,Brazil
1J0S670BEJ0120371,2017,2/7/2018,S670,12/11/2025,3550.4,5809.8,-33.6,-64.6,9.45,Coronel Moldes,Córdoba,Argentina
1J0S670BVJ0120431,2017,8/22/2018,S670,12/11/2025,3346.05,4537.65,-34.5,-63.5,,Serrano,Córdoba,Argentina
1Z0S680AVFM07aeaa003,2015,5/21/2015,S680,11/5/2025,3531.2998,6153.15,44.1,23.8,9.15,Segarcea,Dolj,Romania
1H0S670SKF0775874,2015,5/7/2015,S670,1/9/2025,3393.7498,4195.75,-32.5,117.8,12.099999,Bullaring,Western Australia,Australia
1H0S680SVD0756152,2013,3/27/2013,S680,12/11/2025,6243.25,8062.75,-30.6,117,12,East Ballidu,Western Australia,Australia
1H0S690SLD0755544,2013,5/21/2013,S690,11/22/2025,3096.25,4452.05,47.4,-99.3,11.887,Sykeston,North Dakota,United States
1Z0W550ATBD0f6ec7c82,2012,12/1/2011,W550,10/18/2025,4472.3,6859.25,54.2,71.9,9,,North Kazakhstan,Kazakhstan
1J0S660BVF0090056,2015,5/5/2015,S660,12/11/2025,3260.15,4268.65,-27.1,-60.7,11,La Tigra,Chaco,Argentina
1J0S670BJG0110195,2016,6/22/2016,S670,12/11/2025,4240.85,6443,-31.9,-61.6,12,Traill,Santa Fe,Argentina
1H0S680SHC0746448,2012,5/19/2012,S680,12/11/2025,4551.15,6598.05,-35.2,141.4,12,Cowangie,Victoria,Australia
1J0S670BAF0090078,2015,5/4/2015,S670,12/2/2025,6184.05,9185.4,-25,-64.3,8.4,Joaquin V Gonzalez,Salta,Argentina
1J0S670BLF0090048,2015,2/26/2015,S670,12/11/2025,7806.4,11355.45,-34.8,-63,12.05,Piedritas,Buenos Aires Province,Argentina
1CQS660AJG0110446,2016,9/21/2016,S660,12/8/2025,3492.45,5234.8,-25.2,-50.5,8.75,,Paraná,Brazil
1H0S680STD0765152,2014,11/11/2013,S680,11/29/2025,3192.35,4346.4,35,-90.9,9.144,Forrest City,Arkansas,United States
1Z0S680APHC18b4d8a6e,2017,4/3/2017,S680,12/11/2025,4129.3,7763.8,49.4,31.2,6,Яблунівка,Cherkasy Oblast,Ukraine
1CQS660ACJ0125448,2018,11/28/2018,S660,10/8/2025,3192.35,5495.9,-13.6,-59.3,7.65,,Mato Grosso,Brazil
1H0S660SJE0765193,2014,1/29/2014,S660,12/9/2025,3915.45,7288.1,-26,29.5,7.6,Steve Tshwete NU,Mpumalanga,South Africa
1H0S670STC0747128,2012,6/12/2012,S670,12/11/2025,3886.05,4988.95,-30.4,116.7,12.2,Pithara,Western Australia,Australia
1CQS670AKF0090427,2015,1/29/2015,S670,11/5/2025,3151.6,5057,-17.9,-53.2,9,,Mato Grosso,Brazil
1J0S670BJJ0125108,2018,2/22/2019,S670,12/10/2025,4815,6647.1,-37.7,-59.4,10.4,Villa Cacique,Buenos Aires Province,Argentina
1Z0S760ALJD105045db8,2018,6/18/2018,S760,12/5/2025,3709.05,6829,50.9,32.4,8.4,Бурімка,Chernihiv Oblast,Ukraine
1H0S660SCC071c735824,2012,1/20/2012,S660,10/16/2025,3352.65,5089.65,48.6,34.4,7.4999995,Дніпровське,Dnipropetrovsk Oblast,Ukraine
1J0S680BCF0090018,2015,3/14/2015,S680,12/9/2025,3853.6,5584.05,-32.8,-62.9,8.4,Ordoñez,Córdoba,Argentina
1Z0S670APGB102694,2016,7/7/2016,S670,12/11/2025,3356.95,4990.3,-36.8,142.1,12.2,Lower Norton,Victoria,Australia
1Z0S770ACJE1dbf95430,2018,4/17/2018,S770,12/10/2025,3929.2,6786.3,51.6,30.8,,Мокрі Велички,Chernihiv Oblast,Ukraine
1H0S680SLC0747887,2012,12/7/2012,S680,7/23/2025,3954,6776.3,-18.9,-52.5,,,Mato Grosso do Sul,Brazil
1H0S680SLC0746643,2012,6/12/2012,S680,12/11/2025,3133,4304.2,-34.4,145.8,9,Warrawidgee,New South Wales,Australia
1Z0S670AKEB0e2e34eb7,2014,6/1/2014,S670,9/29/2025,3994.9,5890.15,47.9,30.5,9.12,Луканівка,Mykolaiv Oblast,Ukraine
1Z0T660ATCE026fe31e4,2012,2/1/2012,T660,10/29/2025,3176.95,4764.05,48.1,33.7,9,Водяне,Dnipropetrovsk Oblast,Ukraine
1CQS660APJ0125470,2018,12/6/2018,S660,7/25/2025,3561.25,5568.55,-11.3,-52.3,,São Félix do Araguaia,Mato Grosso,Brazil
1H0S670SAD0756342,2013,3/7/2013,S670,11/5/2025,3268.8,4312.4,42.1,-86.4,10.668,Benton Harbor,Michigan,United States
1H0S670SPG0786020,2016,8/3/2016,S670,10/24/2025,3100.25,4723.95,32.6,-114.7,9.144,Somerton,Arizona,United States
1H0S680SCD0765108,2014,11/6/2013,S680,11/22/2025,3011.25,4051.05,36,-101.5,9.144,Morse,Texas,United States
1H0S680SLC07092ee08b,2012,2/28/2012,S680,9/17/2025,4070.3499,6038.8,42.3,25.2,9.599999,Братя Даскалови,Stara Zagora,Bulgaria
1Z0S780AALF10ba6f468,2020,6/5/2020,S780,12/11/2025,3017,5283.5,49,25.4,11.2,Сороки,Ternopil Oblast,Ukraine
1Z0S660APGA1eebc67c9,2016,2/8/2016,S660,12/8/2025,5782.55,8313,-12,-77.1,5.6,Lima,Lima Province,Peru
1H0S670STC0747467,2012,8/7/2012,S670,11/10/2025,4485,6391.45,-29.9,147.3,13.4,Narran Lake,New South Wales,Australia
1J0S760BLK0130100,2019,5/17/2019,S760,12/11/2025,4240.95,6424.55,-37.8,-60.1,12,Villa Cacique,Buenos Aires Province,Argentina
1H0S690SPC07de9fd1a4,2013,12/12/2012,S690,12/10/2025,5326.8,9406.65,50.4,29.2,8.4,Ставки,Zhytomyr Oblast,Ukraine
1Z0T660AJCL0ab7bd144,2012,2/1/2012,T660,11/28/2025,3061.4998,5145.25,51,17,6,Szukalice,Lower Silesian Voivodeship,Poland
1H0S670SLD0765057,2014,11/7/2013,S670,12/11/2025,4885.75,7781.5,-29,24.1,10.6,Siyancuma NU,Northern Cape,South Africa
1J0S670BTH0120125,2017,4/7/2017,S670,12/7/2025,3564.3,4821.5,-32.8,-61.2,12,Correa,Santa Fe,Argentina
1CQS670AHE0090015,2014,5/15/2014,S670,12/9/2025,7907.15,11685.35,-22.5,-54.8,8.5,Caarapó,Mato Grosso do Sul,Brazil
1H0S680SHD0765986,2014,12/20/2013,S680,9/8/2025,3220.5,4550.35,44.1,-98.6,9.144,Wessington Springs,South Dakota,United States
1H0S670SKE0775145,2015,12/15/2014,S670,12/2/2025,3503.05,4905.25,37.5,-99.6,12.192,Bucklin,Kansas,United States
1H0S660SLC074c0047c6,2012,3/13/2012,S660,10/19/2025,4674.3,8187.1,32.4,35,5.79,,Haifa District,Israel
1H0S670SLC0746264,2012,3/5/2012,S670,12/10/2025,3860.2,19080.8,50.8,33.5,5.6,Борозенка,Sumy Oblast,Ukraine
1J0S780BPL0130120,2019,2/3/2020,S780,11/12/2025,3070.25,4383.3,-27,-64.7,13.5,Pozo Hondo,Santiago del Estero,Argentina
1Z0T660ALCE0c08d6518,2012,5/1/2012,T660,11/25/2025,3707.65,5429.8,0,0,5.6,,,
1Z0W540BVJP1fe4b4410,2018,5/8/2018,W540,12/2/2025,3174.2,4609.6,41.6,0.7,4.2,Lleida,Lleida,Spain
1CQS550AHK0130225,2019,9/30/2019,S550,3/5/2025,3355.5,5469.85,-11,-48.6,7.5,,Tocantins,Brazil
1H0S670SJD07c05483a3,2013,2/5/2013,S670,12/10/2025,3265.7998,5565.5,51.2,33.6,5.6,Слобода,Sumy Oblast,Ukraine
1Z0S680ACGC102191,2016,5/6/2016,S680,12/11/2025,3100.75,4115.9,-33,118.8,12,Buniche,Western Australia,Australia
1Z0T660BCJR17cdaa499,2018,6/4/2018,T660,10/22/2025,3079.2,4638.5,42.7,-4.5,,Olmos de Ojeda,Palencia,Spain
1H0S660SPG077d858e4f,2016,6/21/2016,S660,10/22/2025,3378.0999,4805.85,53.7,69,9.143999,,North Kazakhstan,Kazakhstan
1J0S680BTJ0120184,2017,6/8/2018,S680,12/11/2025,3079.45,4894.7,-37.1,-60.1,12,Chillar,Buenos Aires Province,Argentina
1H0S670SCD0756802,2013,5/3/2013,S670,11/25/2025,3140.9,4395.15,46.3,-100.4,9.144,Linton,North Dakota,United States
1J0S660BAF0110128,2016,11/12/2015,S660,12/7/2025,3996.3,5475.05,0,0,10.4,,,
1J0S670BVF0090063,2015,4/1/2015,S670,12/10/2025,5259.5,7360.4,-29.7,-62,9.36,Selva,Santiago del Estero,Argentina
1H0S670SCE0766425,2014,3/25/2014,S670,11/12/2025,3218.1,3891.5,35,-91.6,7.62,Des Arc,Arkansas,United States
1H0S680SEE0766414,2014,5/6/2014,S680,9/27/2025,3411,4999.25,49.5,-111.2,12.192,Etzikom,Alberta,Canada
1H0S680SLE0766622,2014,5/19/2014,S680,12/11/2025,3977.45,4751.85,-30.5,116.9,12,East Ballidu,Western Australia,Australia
1H0S680SHD0765048,2014,11/4/2013,S680,12/11/2025,4263.4,6698.25,4.1,-72,8,Puerto Gaitán,Meta,Colombia
1J0S680BCG0110200,2016,2/17/2017,S680,11/21/2025,4819.6,6851.85,-30.9,-64.1,11.55,Sinsacate,Córdoba,Argentina
1CQS760ACK0130350,2019,11/13/2019,S760,10/29/2025,3403.05,5026.35,-13.3,-60.9,9,,Rondônia,Brazil
1H0S660SPC0747058,2012,8/24/2012,S660,7/2/2025,3085.2,4969.9,25,-107.8,9.144,Mocorito,Sinaloa,Mexico
1H0S670SPC0747552,2012,7/19/2012,S670,11/18/2025,3015.15,4428.95,39.9,-95.7,9.144,Morrill,Kansas,United States
1Z0S690AAGR10e4e3f10,2016,5/11/2016,S690,11/14/2025,3381.25,4562.9,47.5,18.7,9.144,Mány,Fejér,Hungary
1Z0S780APLF1c7a84436,2020,6/18/2020,S780,12/11/2025,3885.9,7852.6,51.9,34,8.4,Гирине,Sumy Oblast,Ukraine
1Z0W550AABD09af2c40c,2012,12/1/2011,W550,11/8/2025,3764.9,6061.25,54.3,65.3,9.299999,,Kostanay,Kazakhstan
1H0S670SCC0746356,2012,3/15/2012,S670,12/11/2025,3621.55,5091.7,-35.3,140.7,11.8,Parilla,South Australia,Australia
1Z0W550AKBD0bcf5ab33,2012,12/1/2011,W550,10/30/2025,4073.2998,6637,53,66.7,9.143999,,North Kazakhstan,Kazakhstan
1J0S670BCH0120348,2017,1/18/2018,S670,12/8/2025,3988.45,6074.3,-32.9,-63.2,12,Etruria,Córdoba,Argentina
1Z0S780AVMF16926e1e0,2021,4/13/2021,S780,12/11/2025,3234.05,5936.5,49.7,27.6,8.4,Гречана,Khmelnytskyi Oblast,Ukraine
1Z0T660AVCL09242fc08,2012,10/1/2012,T660,11/29/2025,3092.4,4920.5,47.9,22.4,,Nagyecsed,Szabolcs-Szatmár-Bereg,Hungary
1H0S670SAF0775444,2015,2/18/2015,S670,1/10/2025,3076.4,3948.4,-28.8,115.5,12,Wongoondy,Western Australia,Australia
1H0S670SJC0747327,2012,6/28/2012,S670,12/9/2025,4131.3,5765.9,-31.5,150.3,9,Pine Ridge,New South Wales,Australia
1H0S690SKC074ac17370,2012,1/24/2012,S690,9/30/2025,3000.2,5638.95,43.5,24.1,10.4,Кнежа,Pleven,Bulgaria
1H0S680SHD0755698,2013,2/13/2013,S680,11/15/2025,3269.55,4706.55,41,-82.5,9.144,Greenwich,Ohio,United States
1Z0S670AEHB106113,2017,3/24/2017,S670,11/19/2025,3388,5843.25,-24.3,148.4,12,Orion,Queensland,Australia
1J0S670BCF0090085,2015,5/11/2015,S670,12/9/2025,5094.9,7874.75,-26.5,-59.3,11.9,General José de San Martín,Chaco,Argentina
1J0S670BCG0110179,2016,4/1/2016,S670,12/11/2025,5644.5,7869.6,-38.4,-58.9,10.56,Necochea,Buenos Aires Province,Argentina
1J0S670BJF0110163,2016,2/4/2016,S670,12/11/2025,4335.95,6681,-38.1,-63,12.05,Estela,Buenos Aires Province,Argentina
1CQS680ACE0090041,2014,8/29/2014,S680,3/9/2025,3529.5,5227.55,0,0,12,,,
1CQS680AVE0090047,2014,9/3/2014,S680,11/21/2025,3850.9,5330.75,-21.5,-56.8,12,,Mato Grosso do Sul,Brazil
1Z0S670AAGC102230,2016,5/12/2016,S670,12/11/2025,3309.25,3958.75,-32.1,119,12.19,Woolocutty,Western Australia,Australia
1J0S660BLJ0120328,2017,5/22/2018,S660,11/27/2025,3132.65,5017.95,-27.1,-61.2,9.45,Pampa Ipora Guazu,Chaco,Argentina
1J0S670BTG0110239,2016,9/28/2016,S670,12/9/2025,4836.4,6902.3,-33.9,-64.4,11.9,Vicuña Mackenna,Córdoba,Argentina
1Z0S770AKME1757b425c,2021,5/20/2021,S770,12/6/2025,4037.6,7019.85,48.7,30.5,5.6,Бабанка,Cherkasy Oblast,Ukraine
1J0S780BJK0130104,2019,9/3/2019,S780,12/11/2025,4561.7,6205.25,-38.6,-60.1,13.5,San Francisco de Bellocq,Buenos Aires Province,Argentina
1Z0S770AEKE1fb398a0b,2020,12/6/2019,S770,12/9/2025,4447.4,6737.3,51.8,34,5.6,Перше Травня,Sumy Oblast,Ukraine
1H0S670SJC0747232,2012,6/20/2012,S670,12/8/2025,3119.45,4490.95,-33.9,-57.4,12,Castillos,Colonia,Uruguay
1CQS760ACK0130275,2019,8/30/2019,S760,12/3/2025,3164.1,5334.65,0,0,9.144,,,
1H0S660SKE0765595,2014,3/17/2014,S660,12/10/2025,3597.6,4381.75,-33.7,119.7,12.1,West River,Western Australia,Australia
1J0S670BCH0120169,2017,5/29/2017,S670,12/11/2025,5060.7,8160.35,-38.2,-62,12.1,Cabildo,Buenos Aires Province,Argentina
1Z0S790AVJF111992,2018,6/15/2018,S790,12/11/2025,3037.65,3589.5,-30.8,116.7,12,Wongan Hills,Western Australia,Australia
1Z0T550AKKT10253235f,2019,3/20/2019,T550,12/11/2025,3514.35,5414.25,40.1,-3.6,4.35,Aranjuez,Madrid,Spain
1H0S660SPG077509224f,2016,6/20/2016,S660,10/19/2025,3337.7998,4751.15,51.1,66.3,9.139999,,Akmola,Kazakhstan
1H0S670SKC0748198,2012,9/11/2012,S670,12/7/2025,3159.25,4548.6,-32,-57.5,6.3,Paysandú,Paysandú,Uruguay
1J0S660BEH0120214,2017,9/15/2017,S660,12/11/2025,3570.7,4689.35,-34,-61.3,9,Sarasa,Buenos Aires Province,Argentina
1J0S690BCJ0125101,2018,9/3/2018,S690,12/11/2025,3757.7,5001.95,-34.1,-61.6,13.5,María Teresa,Santa Fe,Argentina
1H0S680SLE0767060,2014,6/25/2014,S680,10/30/2025,3241.1,4381.5,49.3,-99.2,10.363,Glenora,Manitoba,Canada
1H0S680SPD0756064,2013,3/19/2013,S680,11/7/2025,3087.55,4140.25,36.7,-86.9,10.363,Adairville,Kentucky,United States
1Z0S790AKKF116817,2019,6/12/2019,S790,12/11/2025,3337.6,5108.85,-37.6,143.3,12,Stockyard Hill,Victoria,Australia
1H0S660SCG07e3718fd3,2016,6/17/2016,S660,10/16/2025,3084.0498,4730.8,54.1,70.8,9.143999,,North Kazakhstan,Kazakhstan
1H0S680SJD0757816,2013,9/6/2013,S680,11/21/2025,3297.9,4617.3,-24.9,-55.5,12,Nueva Toledo,Caaguazú,Paraguay
1J0S670BCG0110238,2016,9/30/2016,S670,12/11/2025,5016.35,8040.2,-34.2,-59.2,12,Capilla del Señor,Buenos Aires Province,Argentina
1Z0S680ACGC102076,2016,4/19/2016,S680,12/11/2025,3089.65,4133.2,-35.5,145.5,12,Logie Brae,New South Wales,Australia
1H0S680SHD0755359,2013,1/8/2013,S680,12/4/2025,3299.05,5102.05,-10.6,25.5,6.09,,Lualaba,Democratic Republic of the Congo
1J0S780BKL0135108,2020,9/8/2020,S780,10/15/2025,4245.6,5696,-33.1,-64.3,9.36,Río Cuarto,Córdoba,Argentina
1Z0T660AKEE03ba26876,2014,5/1/2014,T660,8/6/2025,5334.2495,7825.45,49.2,29.8,8.749999,Клюки,Kyiv Oblast,Ukraine
1Z0S670ACHA1c4239fd4,2017,2/14/2017,S670,12/9/2025,4201.65,6098.45,48.5,28,5.6,Вільне,Vinnytsia Oblast,Ukraine
1CQS550ATH0120307,2017,11/27/2017,S550,12/11/2025,3640.45,5443.95,-31.7,-60.3,9.14,Sauce Montrull,Entre Ríos,Argentina
1CQS660APJ0125498,2018,12/14/2018,S660,12/10/2025,3431.4,5609,-25.3,-54.1,6.5,Medianeira,Paraná,Brazil
1J0S790BLK0130101,2019,8/20/2019,S790,12/6/2025,3393.15,5093.7,-29.2,-59.7,10.5,Reconquista,Santa Fe,Argentina
1H0S670SEB0745200,2011,5/14/2011,S670,11/4/2025,3443.85,5244.6,-41.8,147,12,Cressy,Tasmania,Australia
1J0S660BTG0110252,2016,1/20/2017,S660,12/11/2025,4545.65,7060.7,-32.8,-61.4,7.35,Cañada de Gómez,Santa Fe,Argentina
1J0S670BEH0120168,2017,5/30/2017,S670,12/9/2025,3913.7,5781.35,-33.2,-63.9,9.45,Reduccion,Córdoba,Argentina
1Z0S670AEGB102495,2016,6/14/2016,S670,1/16/2025,4205.55,4648.3,-30.1,116.3,12,Gunyidi,Western Australia,Australia
1Z0S680ACHC17e02ab48,2017,3/28/2017,S680,12/9/2025,3317.0498,7178.5,50.4,33.1,8.9,Сокириха,Poltava Oblast,Ukraine
1Z0S790ACKF116870,2019,6/18/2019,S790,12/11/2025,3504.45,5307.6,-37.2,143.6,12,Lillicur,Victoria,Australia
1CQS660ALJ0125235,2018,7/18/2018,S660,12/8/2025,3414.9,5290.5,-23.3,-49.2,9.144,Itaí,São Paulo,Brazil
1H0S690SKF0775207,2015,5/16/2015,S690,11/25/2025,3138.65,4494.4,46.5,-98.9,9.144,Jud,North Dakota,United States
1J0S670BEE0090004,2014,10/31/2014,S670,12/11/2025,6824.7,10148.9,-38.6,-61.2,12,El Zorro,Buenos Aires Province,Argentina
1Z0T660AECE0ca00c410,2012,2/1/2012,T660,11/13/2025,4652.9497,6955,0,0,9.099999,,,
1Z0T670AECL0b6d468d6,2012,2/1/2012,T670,10/29/2025,3332.05,5219.95,46.7,20.3,6.06,Szentes,Csongrád-Csanád,Hungary
1H0S690SCC0745946,2012,7/17/2012,S690,10/10/2025,3401.05,4336.15,50.4,-113.4,9.144,Vulcan,Alberta,Canada
1J0S660BLF0090061,2015,5/8/2015,S660,12/10/2025,3382.15,4697.75,-35.2,-59.4,10.5,Antonio Carboni,Buenos Aires Province,Argentina
1J0S670BVH0120116,2017,3/22/2017,S670,12/11/2025,4604.55,7044.3,-33.1,-63.8,12,Bengolea,Córdoba,Argentina
1Z0S680AEHC106175,2017,3/30/2017,S680,12/11/2025,3225.9,3979.9,-30.4,116.9,15.1,Pithara,Western Australia,Australia
1Z0S680AHHC193363afd,2017,6/19/2017,S680,12/11/2025,6870.15,12948.45,51.7,30.7,8.4,Любеч,Chernihiv Oblast,Ukraine
1J0S670BHJ0120417,2017,3/25/2019,S670,12/11/2025,3406.3,5491.65,-34.7,-60.8,10.5,Morse,Buenos Aires Province,Argentina
1Z0S670ALHB139b8731f,2017,4/21/2017,S670,12/2/2025,5246.9497,7589.55,49.4,29.5,,Довгалівка,Vinnytsia Oblast,Ukraine
1J0S680BTF0110102,2015,7/14/2015,S680,12/11/2025,4270.25,6551.25,-34.5,-59.4,11.8,San Andrés de Giles,Buenos Aires Province,Argentina
1J0S670BHF0090066,2015,4/16/2015,S670,12/11/2025,4440.7,6640.8,-33,-63.5,9.45,Ucacha,Córdoba,Argentina
1J0S770BLM0140148,2021,11/15/2021,S770,12/11/2025,3016.9,4106.25,-33.1,-61.8,12,Arteaga,Santa Fe,Argentina
1CQS670ACJ0125124,2018,5/18/2018,S670,11/27/2025,3963.25,5908.35,-26.4,-52.4,11,Clevelândia,Paraná,Brazil
1J0S670BKH0120192,2017,7/5/2017,S670,12/11/2025,4285.4,5916.7,-38.3,-62.4,12,Tornquist,Buenos Aires Province,Argentina
1Z0S670ACEL00a9e8f9b,2014,2/1/2014,S670,12/2/2025,4054.2998,6352.15,47.4,26.9,7.3999996,Scobinți,Iași,Romania
1H0S670SAD0756437,2013,3/14/2013,S670,11/20/2025,3178.55,4797.15,39.6,-95.6,9.144,Whiting,Kansas,United States
1H0S680SHF0776148,2015,6/5/2015,S680,11/24/2025,3329.8,5098.4,39.2,-95.3,9.144,Oskaloosa,Kansas,United States
1J0S670BTE0090023,2014,2/7/2015,S670,12/9/2025,7175.7,11130.05,-32.6,-61.2,12,Totoras,Santa Fe,Argentina
1CQS670ACE0090101,2014,6/25/2014,S670,10/7/2025,4306.55,6639.95,0,0,9.9,,,
1Z0S770ATKE124571bb6,2019,4/10/2019,S770,12/5/2025,4574.75,6822.7,48.4,32.6,5.6,Новоандріївка,Kirovohrad Oblast,Ukraine
1Z0T670ACDE0e08181dd,2013,4/1/2013,T670,12/6/2025,5997.05,9770.85,51.9,31.7,8.799999,Крестопівщина,Chernihiv Oblast,Ukraine
1J0S660BKE0090004,2014,10/21/2014,S660,12/9/2025,3355.15,4674.95,-32.7,-63.3,7.6,Ausonia,Córdoba,Argentina
1J0S780BHN0140160,2021,2/24/2022,S780,12/11/2025,3539.55,5307.55,-38.9,-60.6,13.7,Oriente,Buenos Aires Province,Argentina
1Z0W550ACBD0c452d8bc,2012,12/1/2011,W550,10/7/2025,4260.3496,6538.25,53.2,63.8,9.143999,,Kostanay,Kazakhstan
1J0S670BAF0110152,2016,12/9/2015,S670,12/10/2025,4312.55,6644.15,-35.2,-59.4,12.2,Antonio Carboni,Buenos Aires Province,Argentina
1J0S660BTH0120183,2017,8/10/2017,S660,12/11/2025,3586.75,5561,-37.7,-58.9,10.5,San Manuel,Buenos Aires Province,Argentina
1CQS790AAK0130126,2019,9/16/2019,S790,12/9/2025,3333.45,4799.55,-8.6,-46.9,10.8,,Maranhão,Brazil
1H0S660SHG07a8dbe2fa,2016,6/16/2016,S660,10/15/2025,3598.9,5187.1,51.4,68.4,9.143999,,Akmola,Kazakhstan
1CQS680AJF0110280,2015,8/24/2015,S680,11/22/2025,3539.5,4822.45,-25.2,-51,9.9,Prudentópolis,Paraná,Brazil
1CQS770ACK0130158,2019,7/3/2019,S770,11/23/2025,3308.75,5510.5,-17.4,-46.5,8,Paracatu,Minas Gerais,Brazil
1H0S680SAC07a051bf9a,2012,4/10/2012,S680,11/11/2025,4271.8,7110.7,44.1,23.8,9,Segarcea,Dolj,Romania
1J0S660BJH0120124,2017,3/30/2017,S660,9/15/2025,3600.6,6128.55,-35.6,-59.8,8.4,Saladillo,Buenos Aires Province,Argentina
1CQS540AKG0110548,2016,11/9/2016,S540,4/16/2025,3207.8,5151,-13.6,-49.8,6.3,,Goiás,Brazil
1H0S680SLD0756526,2013,5/3/2013,S680,12/10/2025,4184.85,5497.15,-35.4,143.5,9,Swan Hill,Victoria,Australia
1J0S660BTF0090048,2015,4/18/2015,S660,12/10/2025,5974.65,8389.65,-35.1,-62.7,10.4,General Villegas,Buenos Aires Province,Argentina
1H0S680SCE0766020,2014,2/18/2014,S680,12/4/2025,4395.5,6361.2,-34.2,-55.7,12.2,Fray Marcos,Florida,Uruguay
1J0S660BTH0120104,2017,3/7/2017,S660,8/4/2025,4021.05,5955.7,-34,-64.7,9.45,Washington,Córdoba,Argentina
1J0S680BAF0090037,2015,4/30/2015,S680,11/24/2025,3016.1,4141.3,-30.8,-64.1,8.4,Sarmiento,Córdoba,Argentina
1Z0S770ACJE1d17f902b,2018,4/16/2018,S770,12/4/2025,3408.8,4989.85,49,29.4,5.6,Дашів,Vinnytsia Oblast,Ukraine
1J0S670BHH0120251,2017,9/14/2017,S670,12/11/2025,4622,6475.15,-33.9,-61.6,12.1,Villa Cañás,Santa Fe,Argentina
1Z0S680APFC100023,2016,10/27/2015,S680,7/7/2025,3283.65,5363.65,41.1,46,,,,Azerbaijan
1H0S670SPC0746708,2012,5/3/2012,S670,12/8/2025,3256.3,4351.95,-28,151.3,12,Lavelle,Queensland,Australia
1H0S680SLC0779940ab3,2012,3/25/2012,S680,11/17/2025,3323.7,4933.85,46.4,29.2,5.6,Євгенівка,Odesa Oblast,Ukraine
1J0S660BCG0110198,2016,9/14/2016,S660,12/6/2025,4480.55,6825.2,-33,-64.8,10.5,Alpa Corral,Córdoba,Argentina
1J0S670BEG0110299,2016,12/21/2016,S670,12/7/2025,5784.2,9920.9,-32.7,-59.5,12,Gobernador Mansilla,Entre Ríos,Argentina
1H0S680SCC0746422,2012,5/17/2012,S680,12/11/2025,3559.35,4409.6,-33.3,117.2,12,Minding,Western Australia,Australia
1CQS660AKF0110167,2015,7/30/2015,S660,12/5/2025,3241.55,4113.75,-26.5,-49.8,8.9,Itaiópolis,Santa Catarina,Brazil
1H0S670SPF0775825,2015,4/24/2015,S670,12/11/2025,3144.8,4585.75,-37.6,143.2,12,Stoneleigh,Victoria,Australia
1H0S660SED0756324,2013,7/16/2013,S660,10/24/2025,3233.95,4887.4,40.8,-96.1,4.572,Avoca,Nebraska,United States
1Z0T550BPHP1def99c54,2017,1/24/2017,T550,10/20/2025,3480.4,4820.8,42,-3.6,,Cebrecos,Burgos,Spain
1CQS670AEG0110557,2016,10/21/2016,S670,4/29/2025,3937.65,5752.35,-5,-43.7,10.4,,Maranhão,Brazil
1H0S670SPF0776036,2015,6/10/2015,S670,1/5/2025,3266.4,4170.45,-31.6,118.4,12.599999,Norpa,Western Australia,Australia
1H0S680SCF0775973,2015,5/14/2015,S680,1/22/2025,3302.45,4076.1,-30.5,115.7,12.2,Dandaragan,Western Australia,Australia
1Z0S770AKJD14586666f,2018,5/15/2018,S770,12/11/2025,5269.85,8647.45,49.2,26.3,5.6,Іванківці,Khmelnytskyi Oblast,Ukraine
1H0S680SVC0746770,2012,6/22/2012,S680,10/3/2025,3129.7,4300.8,49.3,-112.6,9.144,Raymond,Alberta,Canada
1CQS660APJ0125422,2018,11/20/2018,S660,12/10/2025,4832.95,7426.95,-22.5,-54.8,9,Caarapó,Mato Grosso do Sul,Brazil
1J0S660BCJ0125131,2018,3/13/2019,S660,12/6/2025,4679.4,6851.2,-30.8,-60.6,8.4,San Justo,Santa Fe,Argentina
1Z0S660AVEA076d02d63,2014,6/1/2014,S660,8/8/2025,5588.8,8653.9,45.7,29.5,5.3999996,Нерушай,Odesa Oblast,Ukraine
1Z0T660BLDL03378326b,2014,12/1/2013,T660,11/10/2025,4325.9497,6666.65,42.2,-4.3,7.4999995,Astudillo,Palencia,Spain
1J0S670BTH0120321,2017,12/11/2017,S670,11/28/2025,3930.7,5222.2,-27.3,-61.8,9.45,El Bravo,Santiago del Estero,Argentina
1Z0S770AKMF156c1e859,2021,4/23/2021,S770,12/11/2025,3339.55,4942.6,49.7,25.8,5.6,Малий Глибочок,Ternopil Oblast,Ukraine
1Z0S780AVMF10cc61bcc,2021,5/4/2021,S780,12/11/2025,3075.45,4959.35,50.7,34.3,9,Першотравневе,Sumy Oblast,Ukraine
1H0S690SVC0746130,2012,9/28/2012,S690,11/6/2025,3558.45,5373.2,51.5,-103.4,13.716,Tuffnell,Saskatchewan,Canada
1J0S680BCF0110129,2015,10/29/2015,S680,12/11/2025,5714.65,8693.5,-37.2,-62.8,12,Carhué,Buenos Aires Province,Argentina
1H0S660SHE0775004,2015,11/18/2014,S660,10/16/2025,3049.55,5326.45,-24.7,28.9,,Mookgopong Munic NU,Limpopo,South Africa
